Rank,RollNo,InstituteCode,BranchCode
3075,2079094,109,4109
3076,4015196,114,5216
3077,2051059,107,4125
3079,2065113,106,5504
3080,6007001,107,4111
3082,6120202,105,4111
3084,2091071,109,4107
3086,2056320,109,4107
3087,2048043,119,4110
3088,6102017,106,5222
3089,1057310,102,4128
3090,2089087,104,4105
3091,6142073,110,4109
3093,2067051,111,4111
3095,2048130,109,4109
3099,1010054,111,4111
3101,7008173,113,4117
3102,2035206,106,4170
3103,2071065,116,4125
3104,1060187,116,4125
3106,7021083,114,5216
3107,7005299,104,4109
3111,1031119,110,4127
3112,2054065,116,5223
3113,7016055,113,4111
3119,1089091,105,4111
3122,6117136,109,4204
3124,2056022,113,4111
3125,2087358,110,4109
3126,2044146,116,4125
3127,2091162,114,5216
3128,1023118,116,5223
3129,2086168,102,4128
3131,7034056,109,4107
3132,2076051,109,4107
3133,1062219,109,4101
3134,2017320,105,4111
3135,4014142,109,4107
3136,1004205,109,4101
3138,7030050,116,4125
3139,4002195,107,4125
3141,1028039,109,4204
3142,4075037,114,4114
3143,2013075,116,4125
3145,4014009,102,4202
3146,1016089,111,4125
3148,1016113,106,5504
3149,4043261,109,4107
3150,7005367,109,4109
3151,4054069,113,4107
3152,5056243,106,4107
3154,2022183,102,4128
3155,2048134,104,5210
3156,1084140,110,5210
3157,4008115,114,5216
3158,2070172,109,4109
3159,2058010,113,5502
3160,4048116,109,4109
3161,1017192,106,4101
3163,4012152,109,4107
3164,5053231,106,4101
3165,2044062,116,4125
3167,7014430,106,4107
3168,1009090,107,4125
3169,7023173,102,4128
3171,4001140,109,4107
3172,6103019,111,4110
3173,6101165,107,4125
3174,4031140,109,4101
3176,2085109,105,4111
3177,4021148,109,4109
3178,2092031,102,4109
3179,4038061,104,4105
3180,1006286,104,5210
3182,5059075,102,4128
3183,6033049,117,4114
3184,1021045,109,4204
3185,1096227,102,5245
3186,6032187,101,4114
3187,2018187,122,4110
3188,7014334,116,4125
3189,3042002,106,5222
3192,4022066,107,4125
3193,6104180,121,4110
3197,5066173,106,4107
3200,7040368,109,4109
3201,2091019,113,4111
3202,5022353,116,5223
3203,2013211,113,4107
3204,1096259,105,4111
3205,4001151,108,4111
3207,1005056,110,4109
3208,2030073,106,5504
3208,2047163,116,4125
3211,4053070,104,4105
3212,1027092,107,4118
3213,2051156,104,5210
3214,1060315,105,4111
3215,6124080,101,4114
3216,2074143,107,4118
3218,2013081,109,4109
3219,6040064,110,5201
3220,7016281,106,4107
3223,2061065,105,4111
3225,4009059,113,4111
3229,3050159,116,5223
3230,2092105,109,4123
3231,2013258,106,4107
3232,1019087,119,4110
3233,3048073,106,4107
3236,1074136,109,4109
3238,7034087,109,4109
3239,4067010,102,4107
3240,7019092,110,5227
3241,2063095,114,5216
3242,6113125,105,4111
3244,5055096,106,4107
3245,2077085,109,4109
3247,2089064,117,4114
3248,1060368,114,5216
3249,5053068,105,4111
3250,1091066,109,4204
3251,5062318,106,4107
3253,6038119,119,4110
3254,7006113,105,4111
3255,1059013,110,5227
3258,1065026,117,4114
3259,3049080,105,4111
3260,2001158,109,4109
3261,4009135,104,5210
3262,1059337,110,4109
3263,2077184,106,4107
3264,4059180,103,4111
3265,5067150,106,4170
3268,7005252,113,4109
3269,3033094,106,5210
3270,4042233,116,4125
3271,4047235,109,4109
3273,2090040,109,4125
3274,5041025,117,4114
3275,4041050,105,4111
3276,6095087,106,4101
3277,2085053,104,4107
3278,1030143,105,4111
3280,6034138,107,4118
3282,4009153,119,4110
3288,4006098,106,4101
3290,4049141,114,5305
3292,6094077,106,5241
3293,1019075,111,4125
3294,7039053,111,4125
3296,1026146,106,4170
3297,1036031,110,4107
3298,6106121,101,4114
3299,6108190,106,4170
3300,2031117,105,4111
3302,2045052,119,4110
3303,2092195,106,4170
3305,2091183,116,5223
3306,6113130,107,4118
3307,2074023,108,4110
3314,1063039,106,4125
3315,2066078,109,4109
3316,1091130,102,5245
3318,1060109,102,5245
3320,1052067,106,4122
3321,7019194,114,5305
3322,6030321,105,4111
3323,2025232,110,5227
3325,2055175,116,5223
3326,6074115,111,4125
3328,7018150,114,5305
3329,1072129,102,5245
3331,7006231,110,5210
3332,2092257,109,4109
3333,5061310,106,5210
3334,6033255,110,4109
3335,6078057,110,4101
3336,6093159,101,4114
3338,2092123,106,5507
3339,1032096,106,4101
3340,5053016,104,4117
3341,7004159,109,4109
3342,2085272,109,4109
3343,4020185,106,4170
3344,1057073,102,5245
3346,7023136,109,4109
3347,1095182,110,5210
3348,2066153,106,4101
3350,4009124,113,4117
3352,5058133,106,4101
3353,2004058,109,4125
3355,6124123,106,4109
3357,4060046,109,4109
3360,2053318,105,4111
3362,6110128,105,4111
3363,4001187,109,4109
3365,5035064,106,4109
3367,6081104,106,4101
3368,6025049,107,4111
3369,7022058,121,4110
3372,5015090,106,5210
3374,2024056,113,4117
3376,1091258,102,520C 
3377,2060188,106,5210
3378,2046052,116,5223
3379,1003292,102,5244
3380,1091233,121,4110
3381,4043161,102,5244
3382,6027130,110,5227
3383,7015088,104,4105
3385,4005155,102,5244
3386,2086232,109,4123
3387,6024330,101,4114
3388,2056138,109,4109
3389,2075004,113,4111
3390,6030292,110,4109
3391,2004199,104,4105
3394,7014115,104,4105
3395,1061283,116,4125
3396,2039132,104,4105
3397,7005286,109,4109
3399,2030111,109,4109
3400,5061039,106,4125
3401,6087214,106,4170
3404,6110016,101,4110
3407,3027080,113,4107
3408,2077244,109,4204
3409,1060031,113,4111
3412,5055073,113,4117
3414,2070003,109,4125
3415,2056074,109,4204
3417,2086086,105,4111
3420,2063167,109,4109
3421,6107180,101,4111
3423,1031012,110,4107
3425,6027138,110,5210
3426,6098082,110,4109
3427,4018215,101,4114
3429,2086370,101,4114
3430,3034117,113,4107
3431,1083140,106,4170
3432,7007141,116,5223
3433,4068045,101,4114
3434,2020166,113,4109
3437,6077151,110,4109
3438,7037074,109,4109
3440,4017027,117,4116
3441,2007147,104,4105
3442,6025057,101,4110
3443,7018345,113,4107
3444,1028122,115,4111
3445,6116240,121,4110
3446,7036114,101,4114
3450,4013106,106,5504
3451,7003310,115,4111
3454,2078105,116,4125
3457,2014080,104,4105
3459,1004078,111,4125
3461,6121088,110,5227
3462,6012031,101,4114
3463,1050089,106,5210
3464,2050102,106,4101
3466,2010165,106,5210
3468,2043095,109,4109
3471,6031171,101,4114
3473,2079105,113,4107
3482,1057273,102,5244
3484,4002186,113,4107
3485,1093213,110,4127
3486,7021010,110,5227
3487,1030158,110,4109
3488,6020143,101,4114
3490,6020155,110,4109
3492,5053155,113,4117
3493,1096212,106,5504
3494,1087178,109,4109
3496,6093228,121,4110
3497,4056071,109,4109
3498,6113141,101,4114
3499,1077126,105,4125
3500,7022161,101,4114
3501,2064016,102,4101
3505,2035059,109,4109
3506,4017078,110,5227
3507,2055099,116,4125
3510,7039048,106,5201
3513,6121131,101,4111
3515,1060196,102,5244
3516,2048086,117,4117
3517,1040139,110,4109
3518,1061048,104,4117
3519,4068075,116,4125
3521,1017106,111,4125
3523,1094052,116,4125
3525,1080063,102,5244
3527,7008210,113,4109
3528,2049126,109,4109
3529,2066063,109,4109
3531,7028121,106,4170
3533,2049137,109,4109
3534,1096281,113,4117
3537,4014025,105,4111
3540,6105144,107,4118
3541,3036093,116,4125
3542,6035101,121,4110
3544,2015061,104,4105
3545,2089250,113,4117
3546,2003080,113,4107
3549,2028254,116,4125
3550,3033119,104,4105
3551,7042011,104,4107
3553,1017209,106,4122
3554,4050241,116,4125
3555,6143020,110,5207
3556,1022125,110,4109
3557,5058151,105,4125
3559,2040051,114,5305
3560,1061495,110,4109
3562,2020179,116,4125
3563,1069097,109,4204
3564,1057161,106,4170
3567,6117152,123,4110
3569,6049083,110,4127
3571,7014125,109,4109
3572,4054159,114,5305
3573,6110031,110,4107
3574,1015075,123,4110
3575,7037260,113,4109
3578,6036009,117,4116
3579,7022004,115,4110
3581,2021179,104,4105
3582,1038071,107,4118
3583,6030259,110,4109
3584,3044116,104,4105
3585,3043052,106,5210
3586,3045038,109,4204
3587,6122119,110,4109
3588,1019093,113,5507
3590,1090063,105,4125
3592,2018126,113,4107
3594,7005001,115,4110
3595,6096141,121,4110
3596,6114074,110,5227
3597,2057047,106,5210
3598,2058163,109,4109
3599,7015175,109,4109
3600,6036030,106,4125
3602,5066020,106,4121
3603,1015137,119,4110
3605,1078005,102,4101
3606,7043186,101,4111
3607,6025163,110,4109
3608,2046153,116,4125
3609,7041183,104,4105
3610,6025315,114,4114
3611,6103100,117,4117
3614,2026053,116,4125
3615,6118020,101,4114
3616,1057272,115,4111
3617,2040102,104,4105
3618,2079072,121,4110
3619,7042216,113,4117
3622,2086360,109,4109
3623,1059407,106,5210
3624,7045053,104,4139
3627,1063076,110,5227
3628,1036107,110,5227
3629,2026080,121,4110
3630,4009228,106,4170
3631,1018095,111,4125
3632,2056089,109,4109
3633,2009205,109,4109
3635,1037103,121,4110
3636,6083159,110,4109
3637,4012228,115,4111
3639,1031133,110,5227
3640,1020082,117,4117
3641,6072424,102,520C 
3642,7040248,109,4109
3643,5053106,106,5210
3644,4051055,103,4111
3645,7041097,109,4109
3647,2010208,110,4109
3648,1014208,102,520C 
3650,4007124,104,4105
3651,1004291,116,4125
3652,1077111,120,4110
3654,1070088,106,5210
3656,2052065,109,4109
3657,1006129,110,4109
3658,6008048,113,4107
3662,4005146,121,4110
3665,1053064,111,4125
3666,6015031,117,4117
3667,2043148,113,4107
3668,2091009,102,4109
3671,6102103,121,4110
3672,5060215,106,4122
3673,6051130,110,4109
3675,5037203,106,4122
3676,3044047,106,5504
3677,7019301,115,4111
3678,6030232,121,4110
3680,4046060,116,4125
3681,4009158,109,4109
3682,6031333,114,4114
3683,4016134,106,5241
3684,5066088,109,4109
3686,3004169,116,4125
3687,2069054,109,4109
3688,4062090,115,4111
3693,1035087,110,5201
3696,7004085,113,4109
3699,6078174,110,4109
3701,2077029,102,4202
3703,2070154,116,4125
3704,6031457,110,5201
3706,7014310,113,4109
3707,7013312,109,4109
3709,2070139,113,4107
3711,6057189,107,4117
3713,4046137,106,4122
3714,5022300,121,4110
3715,6106218,110,4109
3716,7044125,113,4107
3718,2061191,113,4107
3719,2011118,106,5201
3723,1013035,113,4107
3725,6076011,109,4125
3727,2047014,116,4111
3731,6094069,107,4117
3732,2066133,114,4114
3734,3036041,106,5241
3735,7043098,106,5504
3739,1018083,110,4132
3740,6118138,106,4109
3741,4012155,113,4107
3742,2013101,113,4107
3745,4003237,114,5305
3747,1004204,111,4125
3748,6098073,110,4109
3750,1018085,116,4125
3752,6108276,116,4125
3753,7014171,106,4109
3754,7041216,119,4110
3755,1059188,110,4127
3756,5034059,110,4101
3757,2090004,102,4202
3759,5042272,106,5210
3760,7044255,113,4107
3762,2073186,106,4122
3763,2003127,106,5201
3764,6125153,107,4109
3766,3018001,115,4110
3768,2092006,109,4125
3770,2052052,116,4125
3772,2069067,113,4107
3776,7007012,103,4110
3777,6008047,114,5305
3778,4023058,113,4109
3780,1059345,116,4125
3781,2076107,116,4125
3784,4001361,116,4125
3787,6090139,113,4107
3788,4037039,109,4123
3789,2040049,106,5241
3790,2027111,106,5201
3792,2074081,113,4107
3793,4050222,109,4123
3795,2020032,109,4125
3796,2092230,116,4125
3797,4011146,106,4109
3798,4058086,109,4123
3799,1004112,111,4125
3802,3037052,117,4117
3803,2066143,113,4109
3804,2088117,106,4109
3807,6110155,101,4111
3810,2053051,106,4109
3811,4037102,106,4109
3812,1059151,110,5213
3813,3043033,112,4111
3814,7018117,106,4109
3817,7014034,102,4101
3818,2004388,113,4107
3819,7003150,115,4111
3821,1088179,115,4111
3823,6079313,110,4127
3824,1004092,111,4125
3826,6115203,106,5201
3827,7021026,113,4107
3828,1082098,109,4123
3829,6038191,106,4109
3832,5022356,114,4114
3834,4025046,113,4107
3835,4049179,106,4109
3836,2069330,101,4111
3839,1031149,105,4125
3843,7003030,104,4109
3845,4060075,106,4109
3846,6114073,107,4107
3847,1057178,110,4127
3848,2052229,113,4107
3849,4002122,104,5205
3850,6106237,121,4110
3853,5063199,106,5504
3854,2079118,119,4110
3858,5058074,106,4127
3859,2068104,109,4123
3860,6074217,110,4127
3862,2069345,116,4125
3864,1049029,110,4117
3865,2038092,123,4110
3866,7001053,102,4109
3867,1057084,113,4107
3868,1027163,106,4109
3869,5066058,106,5241
3870,2077207,113,4107
3871,6090174,107,4117
3873,2077185,113,4107
3876,5018142,119,4110
3878,2090226,113,4107
3879,7005008,104,4107
3880,1057140,114,5305
3881,2001061,113,4107
3883,6098020,103,4110
3884,2060132,113,4107
3886,1037111,110,4127
3888,5010109,110,4127
3890,1060076,110,4127
3891,6102124,120,4110
3892,5044131,109,4123
3893,1093076,115,4111
3894,7019116,113,4136
3895,2021018,103,4110
3898,2076018,104,4117
3899,2015072,113,4107
3900,4002238,102,520C 
3901,6118161,106,4109
3902,4075041,116,4125
3905,7031216,113,4109
3906,2064069,119,4110
3907,4002230,106,5201
3908,2092039,104,4136
3912,5026053,106,5201
3913,2032408,113,4109
3914,2070053,116,4125
3915,6108034,109,4107
3916,2020288,103,4111
3917,4056014,116,4113
3918,2067083,122,4110
3919,4011244,106,4109
3920,2070122,113,4107
3922,6009008,121,4110
3923,4003229,116,4125
3925,1022142,116,4125
3927,1061273,109,4123
3930,1081213,106,4122
3931,2021172,113,4107
3933,2039015,104,4117
3935,6056312,117,4117
3937,2035116,106,4109
3938,2005229,104,5205
3939,1033158,110,4127
3940,4022021,106,4109
3944,5047307,106,4122
3948,7001047,113,5502
3949,7023199,115,4111
3951,6072196,106,5241
3952,2037010,104,4117
3954,2087273,113,4109
3957,1027028,116,4113
3959,6024064,114,4110
3960,4011161,113,4109
3961,2040086,113,4107
3962,7027013,117,4116
3963,2053045,113,4107
3964,4004130,110,4132
3966,7033077,113,4107
3968,2017108,104,4139
3970,2076179,117,4107
3971,1093150,107,4117
3973,2007636,105,4125
3975,7022169,102,520C 
3976,2037110,106,4109
3978,6120238,107,4117
3980,2052248,115,4111
3981,6039100,113,4109
3983,1091187,119,4110
3984,4005221,117,4107
3985,2052423,113,4109
3989,1035057,116,4113
3992,4019312,106,4109
3994,4069028,115,4111
3995,5005308,101,4111
3998,1009064,111,4125
3999,5062143,117,4117
4002,6030220,106,5201
4005,4009141,106,4109
4007,6033157,101,4111
4008,7004103,106,4109
4010,6124189,114,4114
4011,1063085,105,4125
4017,5006120,110,4132
4018,1051064,116,4125
4019,6056224,106,5507
4020,2074321,106,5101
4021,1062077,106,4109
4023,1089122,106,5241
4024,2034054,113,4109
4026,1016125,116,4125
4027,4039005,116,4113
4028,2089375,106,4109
4032,3051105,106,5241
4034,2063092,106,4109
4035,4060150,109,4123
4036,2001063,104,4139
4038,5062092,106,4109
4041,2059176,114,5305
4042,5050039,106,4109
4045,1018048,119,4110
4046,2008292,115,4111
4050,2065137,114,5305
4051,1097088,113,5303
4052,2045143,113,4109
4054,4043196,109,4123
4055,6006116,101,4111
4056,4058019,109,4125
4057,4047181,109,4123
4058,4016214,114,5305
4059,7006271,113,4109
4062,5046076,101,4111
4064,2064102,106,4109
4068,4005169,117,4107
4069,7020059,120,4110
4070,1088146,110,4127
4071,3050072,106,5241
4072,7014030,109,4107
4074,2091257,113,4109
4075,7037205,120,4110
4076,6108012,110,4117
4078,6139134,106,4109
4081,7021061,106,5504
4082,5062183,117,4107
4083,4014072,106,5504
4084,4014070,114,5305
4086,1083061,116,4125
4087,6030428,110,5213
4088,2007547,104,5205
4089,7014172,114,5305
4090,6115202,114,4114
4093,2053071,106,5253
4094,1042188,116,4125
4095,6075091,106,5253
4098,5004308,120,4110
4099,6030150,101,4125
4100,2065058,116,4125
4107,2087340,114,5305
4108,6073152,110,4127
4109,6077169,116,4125
4111,4050124,109,4123
4114,2072070,116,4125
4115,1070031,107,4109
4116,4012225,116,4107
4117,7043307,109,4123
4118,7003205,114,5305
4119,3049115,106,4122
4120,2001110,101,4111
4122,4008082,120,4110
4123,4002105,116,4125
4125,4019282,113,4109
4128,6033444,110,5213
4131,5002052,106,4121
4132,6064098,121,4110
4133,6078116,110,4127
4134,1060242,116,4125
4135,2075051,106,5504
4137,5026134,116,4125
4141,6119116,120,4110
4142,2029130,113,4136
4143,2087191,104,4139
4144,5032071,114,5305
4145,2087157,107,4117
4146,4062237,116,4125
4147,1081087,102,520C 
4149,7014192,116,4107
4150,1092025,110,5233
4151,2043081,116,5233
4152,4059050,101,4111
4153,2027165,113,4109
4155,1012040,117,4107
4156,2003192,113,4109
4158,7003318,116,5233
4159,6078153,110,4127
4160,5006121,106,5253
4161,2015137,115,4111
4162,6115091,110,5213
4165,1094106,106,4122
4166,6007086,110,5213
4168,2047091,106,5504
4169,1081295,102,520C 
4174,2002071,111,4125
4176,2088201,114,5305
4177,6120096,101,4111
4180,4014076,105,4125
4186,2075123,113,4109
4187,7040235,106,5504
4189,6060072,120,4110
4190,3007006,106,4125
4191,5014106,101,4111
4192,6106104,106,4122
4193,2087098,115,4111
4194,4006291,106,5507
4195,3032220,116,5233
4196,7018163,118,4110
4198,2020109,113,4136
4199,4023017,103,4110
4200,7035146,117,4107
4201,2052102,106,5241
4204,5022015,104,4117
4205,1092153,110,5213
4206,4002082,117,4117
4207,5060380,114,5305
4210,6043097,117,4117
4213,7032149,109,4123
4214,4052096,117,4107
4217,5041173,101,4111
4218,6068078,110,4127
4219,1006101,111,4125
4220,1014150,117,4117
4223,4013069,118,4110
4225,1062069,123,4110
4226,2009093,109,4123
4227,4010094,106,4122
4229,2045271,111,4125
4230,2071076,106,4122
4231,1061238,106,4127
4232,1079230,113,4109
4235,1004096,117,4117
4238,6044055,106,4127
4239,6037182,123,4110
4241,2068101,113,4109
4242,4053011,110,5233
4243,2003264,103,4111
4245,5067001,106,4107
4247,4061068,113,4109
4248,4012110,117,4117
4249,2055179,117,4117
4250,5066154,106,4122
4251,2048004,110,4107
4253,6110007,107,4125
4254,4016037,102,4109
4255,7003101,117,4117
4256,1093102,109,4123
4257,7045020,106,4107
4258,2039395,106,4127
4259,2053034,102,4109
4261,1031092,101,4111
4267,2077109,115,4111
4268,6115150,106,5253
4269,6121142,105,4125
4270,6104087,101,4111
4271,5028062,106,4127
4273,2060121,117,4107
4274,2085108,104,4139
4275,1081235,117,4107
4278,4038114,117,4117
4279,4042113,115,4111
4280,6037247,117,4107
4281,4010188,106,5281
4282,6113161,117,4117
4283,7035119,115,4111
4285,2008227,116,5233
4286,2007579,101,4111
4287,5008110,106,4127
4290,7013160,109,4123
4291,6047096,117,4117
4292,4006101,116,5233
4293,4008205,113,4109
4295,4012237,104,4139
4296,1092145,109,4123
4298,6131156,114,4114
4299,1085051,113,4109
4300,1062167,106,4127
4301,7041267,113,4109
4303,3004077,117,4107
4305,2088325,113,4109
4306,4072041,120,4110
4308,1063095,109,4123
4310,7018148,113,4109
4311,5037153,113,4109
4314,7043085,110,5213
4318,2070076,113,4109
4319,4021045,109,4123
4320,1066109,113,4109
4321,4002184,113,4109
4322,2032275,109,4123
4324,5053136,106,4122
4327,2031034,105,4125
4328,1063082,117,4107
4329,7045260,114,4114
4330,4006214,105,4125
4331,2081055,109,4123
4332,6111122,123,4110
4334,2022162,117,4107
4337,5063186,113,4109
4339,4025074,114,4114
4340,7023235,104,4139
4341,6099094,101,4111
4342,6139204,114,4114
4343,5063159,106,4133
4344,1050091,120,4110
4345,2021121,115,4111
4347,2010203,114,4114
4349,4069045,101,4111
4351,7036157,104,5205
4352,2086023,101,5216
4354,6075014,110,5233
4356,2042094,117,4107
4360,2019123,113,4109
4361,2045177,113,4109
4362,2014045,104,5210
4367,2057044,115,4111
4368,1071084,105,4125
4370,2075120,120,4110
4371,6077008,109,4101
4372,2011315,113,4109
4373,1057192,102,520C 
4378,6090006,107,4125
4380,5043135,106,4127
4381,2091112,113,4109
4382,5056126,117,4107
4383,2005172,116,5233
4384,6025048,114,4110
4385,6039256,113,4136
4387,7036043,117,4107
4388,4055015,114,4110
4389,1085027,102,5226
4392,4015028,112,4110
4393,7040203,116,5233
4394,5037007,112,4110
4396,1014081,112,4111
4397,4031025,109,4107
4398,6074027,110,5233
4403,6079215,110,5243
4404,6109075,123,4110
4407,2059020,113,5502
4408,5063147,106,4127
4410,1090113,117,4117
4411,4061047,113,4109
4415,2007039,104,4136
4416,5007197,106,5281
4418,1021050,117,4107
4419,6028108,110,5213
4420,1030082,120,4110
4422,7006274,113,4109
4423,6101014,107,4118
4424,6081035,110,5227
4425,6091128,114,4111
4427,2054132,117,4117
4428,4048079,114,4114
4429,1025117,117,4117
4430,2079020,104,4136
4431,4070015,116,4111
4434,2092319,116,5233
4435,2046001,102,4128
4436,2088309,117,4109
4440,2030067,117,4107
4444,1049091,113,4109
4445,6089057,109,4202
4446,1018055,117,4107
4450,6123131,101,4125
4451,7029052,117,4117
4452,1001095,104,4139
4453,7018259,115,4125
4455,2059031,116,4111
4456,7019063,115,4111
4457,3042058,101,4111
4458,6076150,101,4111
4459,2075125,120,4110
4461,2087254,109,4123
4462,6090043,121,4110
4464,7021053,104,5205
4467,1057087,102,4201
4468,4049212,109,4123
4469,5008170,101,5255
4470,1017058,111,4109
4471,6091099,101,4111
4472,6089185,101,4111
4473,7045052,113,4136
4474,1082078,111,4107
4476,6025158,102,520C 
4479,7025096,106,5504
4482,3046051,106,5504
4483,6038093,120,4110
4486,1003215,108,4111
4487,5062216,104,4139
4489,1089086,102,4201
4492,6007032,101,4111
4494,5060058,106,4127
4496,1085147,115,4111
4497,3037109,110,5213
4498,7033139,115,4111
4499,5021105,106,5504
4501,6053137,120,4110
4502,1046177,101,4125
4505,4063037,116,5233
4506,5064068,112,4111
4507,2053068,117,4107
4508,2014103,104,5205
4512,7040041,104,4139
4514,4015083,113,4109
4515,4018390,109,4123
4517,4063062,116,4109
4518,2063066,123,4110
4520,4071030,113,4136
4521,1093075,113,4109
4522,6099121,120,4110
4525,2075295,113,4136
4526,6024326,117,4109
4527,6025291,114,4114
4529,6056229,110,4132
4530,1014083,106,5281
4531,6031211,114,4114
4534,2060289,109,4123
4535,4044184,109,4123
4536,2035182,104,4139
4540,1062112,110,5207
4541,2073107,106,5215
4543,5027088,113,4109
4545,7018171,113,4136
4546,1007075,106,5281
4548,2025183,106,5253
4549,2004326,109,4123
4551,4011286,113,4109
4552,7037253,107,4107
4554,4008249,114,4114
4555,1026121,106,5507
4557,5005177,105,4125
4558,6090056,113,4125
4559,7004089,113,4109
4561,2074109,105,4125
4563,5027045,106,4127
4565,2075174,105,4125
4566,5044249,117,4107
4567,2052239,105,4125
4568,5020112,114,4114
4571,2044078,113,4109
4572,4012083,106,4127
4573,2045008,113,4125
4574,3012067,113,4136
4577,5019150,113,4136
4578,2035052,105,4125
4580,1019173,101,4125
4580,1080114,106,4127
4584,7022173,113,4109
4585,2047121,114,4114
4586,2017228,105,4125
4587,3038062,106,5215
4588,4042179,109,4103
4590,6091086,101,4125
4591,2019103,113,4109
4592,6127049,107,4125
4593,6050112,110,5213
4595,2051153,114,4114
4596,6097032,110,4107
4597,1091143,123,4110
4598,6122120,107,4107
4599,2085253,113,4109
4600,7004207,113,4109
4602,5033131,113,4109
4603,2013070,103,4111
4607,1003017,112,4110
4609,2054081,111,4107
4611,2007268,106,5281
4614,2019078,106,4102
4618,2058060,104,4139
4619,3035043,109,4101
4620,2050201,113,4109
4621,1005070,119,4111
4626,3042050,113,4136
4627,6092003,112,4110
4628,6125142,120,4110
4629,1081152,106,4127
4631,6113019,112,4110
4634,5044089,102,4128
4637,2052108,113,4136
4638,7017188,113,4136
4641,2062161,113,4109
4644,2056016,106,5239
4646,5036162,112,4125
4648,6006034,116,5233
4650,4023096,115,4111
4651,5018146,114,4114
4653,7018260,109,4103
4656,1092058,114,4125
4659,6116116,101,4125
4660,1003247,106,4127
4662,1065237,106,4127
4666,6007030,123,4110
4671,6137043,105,4111
4673,6044076,106,4127
4675,1088010,102,4109
4678,1051029,102,4128
4679,2054194,117,4107
4680,6120022,104,4109
4684,2045184,117,4107
4685,1092137,113,4109
4686,6078152,101,4125
4690,5037082,113,4109
4691,2069044,113,4125
4692,5008109,106,4127
4693,1029094,105,4125
4694,7014429,114,4114
4698,5041075,117,4107
4699,7014136,114,4114
4700,1063013,110,4107
4703,2090134,113,4109
4704,4011055,110,4101
4707,2015076,114,4114
4708,2020094,105,4125
4709,5060074,114,4114
4710,4062100,112,4111
4711,4002221,115,4111
4712,2007234,113,4109
4714,6063273,115,4111
4715,4021040,114,4114
4716,2070065,106,5253
4717,7043314,122,4110
4718,2071174,113,4109
4719,7034155,109,4103
4721,5004373,109,4103
4723,7024083,103,4111
4727,2007329,118,4110
4728,1059333,110,5213
4730,2085153,117,4107
4731,2009015,102,4201
4734,6068053,105,4125
4735,4010198,105,4125
4736,6064368,101,4125
4737,2017182,113,4109
4738,2047050,118,4110
4740,4039060,109,4103
4741,1027120,105,4125
4742,6112166,113,4109
4744,5058129,106,4127
4746,4037029,105,4125
4749,7018222,122,4110
4752,2091116,118,4110
4755,2070073,113,4109
4756,2021118,113,4109
4757,1050078,117,4107
4758,1087149,106,4127
4759,6139164,105,4125
4761,6109019,105,4111
4762,1059084,112,4111
4764,6114165,123,4110
4766,6072277,109,4103
4769,7008076,120,4110
4772,7021046,115,4111
4773,2065224,110,5213
4774,6092084,107,4161
4775,1076435,105,4125
4776,1006018,113,4117
4777,4070064,114,4114
4780,7033131,114,4111
4783,5049090,110,5243
4786,1091086,106,5215
4788,6122116,120,4110
4789,2058011,104,5210
4790,2088281,117,4107
4795,1082116,102,4201
4796,6118102,107,4109
4797,6027197,101,4125
4798,6138148,105,4125
4799,1085053,106,5281
4800,5028099,106,5281
4804,1096242,102,4201
4805,1081079,117,4107
4808,7042139,115,4111
4812,5035182,114,4111
4813,7043138,104,4139
4818,2058106,120,4110
4819,2079092,105,4125
4822,7022326,115,4111
4823,5063258,114,4114
4825,7042108,110,4132
4826,7013132,105,4125
4829,7001094,113,4125
4830,2059005,116,4111
4831,6078133,110,5243
4832,1022132,106,5507
4834,2040160,103,4111
4837,2007627,101,4125
4840,2015251,112,4111
4842,1059009,110,4107
4843,2086240,109,4103
4844,7004162,103,4111
4845,5050113,106,5243
4847,6046001,110,4101
4848,2016023,103,4110
4849,5017005,113,4125
4854,4067088,106,5507
4855,5063098,101,4125
4857,2032333,104,4139
4858,6075305,117,4107
4859,4011128,108,4111
4860,1086173,107,4109
4861,1062067,104,4139
4862,2092004,113,4125
4864,2092265,122,4110
4866,7014225,107,4107
4867,2091304,104,4139
4868,5035072,106,5215
4871,2091160,104,4139
4876,7042259,114,4114
4877,2079146,106,4130
4878,1025109,113,4127
4879,3031042,117,4107
4881,1015158,123,4110
4882,7016155,110,5213
4883,7023154,117,4107
4884,3039048,114,4114
4885,6020167,101,4125
4886,2067052,103,4111
4887,7041070,104,4139
4888,6031184,114,4114
4889,6028250,114,4114
4890,1020054,117,4107
4893,5033147,112,4111
4896,4010091,106,5215
4897,7008174,113,4136
4899,6040096,110,5207
4900,1020088,106,4105
4904,7002007,109,4107
4905,1047099,105,4125
4906,2088371,114,4114
4907,5051079,123,4110
4910,2078141,123,4110
4911,4008176,114,4114
4912,5015089,106,5243
4913,7014279,114,4114
4914,2013225,112,4111
4916,1064148,110,5601
4917,7031310,106,5215
4918,1062196,110,4132
4919,4008274,104,4139
4920,1061255,102,520C 
4922,1017143,123,4110
4923,7035044,104,4139
4924,4001112,120,4110
4926,2063051,102,4201
4928,2052009,104,5210
4930,7041113,104,4139
4932,7023138,104,4139
4933,6091144,120,4110
4934,3045161,114,4114
4936,4065048,117,4109
4938,1074022,110,4107
4939,1077133,114,4125
4942,6037029,108,4110
4948,6024182,101,4125
4949,5044086,114,4110
