Rank,RollNo,Institute Code,Branch Code
5708,2075036,105,4125
5709,1022018,106,5281
5710,1102265,102,4201
5711,1170041,113,4127
5718,1103093,107,4107
5720,2039030,104,4139
5721,1044006,106,5504
5722,1103235,117,4107
5727,6148003,110,4109
5731,2081535,109,4123
5732,7032318,115,4125
5733,1006037,111,4111
5735,2118122,116,4107
5738,1043242,118,4181
5739,5069135,118,4110
5743,7028072,106,4109
5744,1022019,107,4107
5745,1087047,112,4144
5747,5035321,106,4109
5748,1160090,109,4123
5750,2055850,113,4109
5751,7081142,116,4107
5752,1081365,107,4107
5755,1160255,117,4108
5757,1160067,106,5253
5758,5088172,106,5243
5759,1062168,106,5507
5760,7009227,113,4127
5761,2054298,116,4107
5763,2081660,113,4109
5764,5036097,109,4123
5767,1159332,113,4127
5768,1122053,102,4107
5770,2092280,109,4123
5771,5091189,106,5253
5772,2081455,106,5504
5774,7009162,104,4139
5775,2104108,113,4109
5776,2067098,106,4109
5777,5047330,106,4127
5781,1039189,106,4109
5785,4067166,103,4111
5788,6213109,107,4107
5789,5091112,109,4123
5791,3089044,112,4144
5792,1103229,102,4107
5793,1007040,105,4125
5794,1128068,110,4132
5795,2025011,117,4108
5798,4001576,105,4125
5800,5094058,106,4109
5802,2055476,112,4110
5805,2047057,109,4107
5807,7058110,105,4125
5809,4023340,118,4110
5810,2007084,106,4109
5811,6098112,114,4111
5812,7065134,113,4109
5814,7078247,114,4110
5815,1004438,112,4144
5817,4080115,103,4111
5818,1074005,118,4110
5819,6178059,107,4107
5820,4018034,106,4109
5825,6035045,106,4109
5828,6194163,105,4125
5829,1022056,102,520C 
5832,4015025,103,4111
5833,2063036,106,4109
5834,7037171,103,4111
5837,2069217,113,4109
5838,1101344,102,4201
5839,2057345,103,4111
5841,6196138,121,4111
5845,7006092,118,4110
5848,1101060,107,4107
5850,4015235,103,4111
5854,3004024,109,4125
5856,5089022,106,4127
5860,2077643,106,5215
5862,7029020,104,5210
5864,6160107,113,4109
5865,1159259,109,4125
5866,7032066,106,5215
5867,6218110,107,4161
5872,2054637,102,520C 
5873,7018009,115,4125
5874,4064198,114,4111
5875,3041027,109,4123
5877,5099004,115,4125
5878,7028037,113,4109
5879,4045108,116,4107
5881,6002010,114,4110
5882,7072251,102,4107
5884,2076908,113,4109
5886,5054059,104,4139
5887,1040196,104,4139
5888,6129186,110,5227
5891,6123141,107,4161
5894,4031013,113,4109
5895,5089021,106,5507
5897,4079078,113,4109
5905,6159037,121,4111
5913,7079008,106,4127
5914,5062041,104,4139
5918,4034215,113,4109
5920,2054355,104,4136
5923,1105012,106,4127
5925,6129124,105,4111
5928,2005208,104,4139
5930,7001113,105,4125
5931,1021086,105,4125
5932,7013017,113,4109
5933,1024083,116,4107
5934,7068049,113,4109
5936,5070085,106,4127
5938,6188259,107,4109
5939,1050013,106,4127
5941,1104132,106,5215
5943,7026121,116,4107
5944,6096097,106,4121
5946,1102005,106,4127
5948,1107026,102,5226
5949,2063230,103,4111
5953,4023313,106,5253
5954,2098084,105,4125
5955,4008190,109,4125
5957,6052251,101,4114
5962,7031120,113,4109
5963,1165003,117,4108
5967,7080056,113,4109
5969,6185421,110,4132
5970,1108047,109,4103
5976,1104015,102,4201
5977,2069052,108,4110
5978,2119149,103,4187
5982,6166014,110,5207
5983,2103102,102,4109
5984,7039209,110,4107
5985,2054322,108,4111
5989,6093078,107,4109
5990,2118174,117,4109
5992,6211087,105,4125
5993,4013110,109,4202
5996,1159333,104,5210
6001,1178026,106,4127
6003,4085101,114,4125
6006,2067035,113,4109
6012,7051034,113,5507
6018,7082003,103,4111
6023,4023595,110,4101
6033,5097014,106,4105
6035,7032587,105,4125
6036,2031200,113,4109
6037,6129083,113,4127
6040,6022065,106,4130
6041,7032429,114,4110
6043,5029007,106,5507
6045,1002024,113,4127
6048,5091198,106,4125
6052,3045110,104,4139
6054,6012041,112,4144
6057,1010093,114,4111
6058,6257201,101,5255
6062,7077205,115,4125
6063,1089041,105,4125
6064,7035018,115,4125
6067,1043006,110,5227
6069,2066121,115,4125
6071,2106080,113,4109
6072,4074066,113,4109
6073,1102109,116,5267
6075,6188048,116,4111
6078,4076171,109,4103
6083,2095027,106,5215
6084,4098082,113,4127
6092,7032139,104,4139
6093,2084067,108,4111
6100,4010136,103,4111
6101,1157057,113,4127
6103,1145036,113,4127
6110,1046003,105,4125
6113,6101228,112,4144
6114,2027113,113,4127
6116,4084060,117,4108
6117,7011076,117,4109
6118,2107044,105,4125
6119,4063191,109,4103
6121,4075231,116,4107
6123,5051196,108,4111
6126,7069222,113,4127
6131,2045328,104,4139
6138,2020104,104,4139
6141,4018041,104,4139
6143,5096021,114,4125
6146,5068102,101,4125
6147,2116242,108,4111
6152,7002025,104,4136
6156,6159144,121,4109
6160,1035034,116,5233
6162,1104178,116,4107
6163,6191039,117,4109
6164,5059064,117,4109
6165,5067125,117,4109
6167,2119047,106,4130
6171,6160094,110,4132
6172,2097092,113,4127
6174,4129049,116,4107
6176,4027060,106,5281
6177,5091520,106,4133
6179,7012086,114,4111
6180,1103189,108,4111
6181,2119113,116,5233
6184,6166045,121,4111
6185,3038099,107,4109
6187,7069237,109,4125
6189,7037094,104,4139
6190,1004227,108,4188
6191,2086024,104,4139
6192,2051093,109,4125
6195,3088127,117,4108
6196,1101387,112,4144
6198,1106063,114,4111
6200,4040090,116,4107
6203,5071094,106,5215
6204,1031090,103,4111
6205,1097024,106,4105
6206,4082133,116,4107
6208,4050032,109,4103
6210,2057151,117,4109
6212,1120268,105,4125
6213,7026222,117,4108
6216,4023198,106,5281
6217,2002056,116,4107
6219,7051026,112,4144
6223,5088062,106,4125
6224,6088058,114,4111
6225,4010262,104,4136
6227,7032417,104,4139
6228,1150026,117,4108
6229,2114275,104,4139
6234,5089308,102,4109
6235,5005355,106,4125
6237,6192492,110,5207
6238,7018036,115,4125
6240,1102069,116,4107
6244,5018035,121,4111
6247,6047029,114,4111
6249,4009014,113,4104
6251,2076211,117,4109
6257,2009056,104,5210
6263,2046229,104,4139
6271,4016040,105,4109
6272,2023082,108,4188
6275,1031204,107,4109
6276,1101257,106,4105
6277,1167180,117,4109
6278,4002479,104,4139
6282,4032079,109,4202
6285,5050301,114,4111
6292,5069126,106,5281
6297,2024124,114,4111
6300,4074008,109,4103
6302,1037062,112,4144
6306,1150007,110,4107
6312,7030022,112,4110
6315,1178048,110,4101
6316,6163007,116,5233
6317,5037075,109,4103
6318,1096025,104,4109
6320,2107223,114,4111
6321,2010073,115,4125
6322,2099026,111,4107
6325,7039195,109,4125
6326,1101521,113,4127
6329,1003069,113,4127
6332,4092180,114,4111
6334,5039054,113,4127
6337,5091427,109,4103
6339,4093111,114,4111
6341,6228053,110,5227
6342,1101160,108,4125
6344,6009013,101,4125
6347,6162220,121,4111
6351,5089347,106,4107
6353,5036071,106,4133
6354,2114087,114,4111
6356,4002494,103,4125
6357,4089052,104,4136
6360,1023424,111,4107
6362,3004678,117,4109
6364,7052030,113,4127
6366,5082344,114,4125
6372,5006186,101,4125
6374,1160155,113,4127
6376,6201271,106,5281
6380,2046326,115,4125
6383,6126179,106,5243
6384,6052208,101,4114
6386,6162240,110,5227
6387,6045090,106,4125
6392,3088144,117,4109
6393,4020014,116,5233
6397,5089043,106,5201
6398,2077523,113,4127
6399,7027001,106,4105
6400,1023299,116,4107
6403,5078090,117,4109
6404,1159362,116,5233
6405,7026401,109,4103
6412,5088139,106,5215
6413,4013034,110,5207
6417,7009117,113,4127
6420,1082107,103,4117
6421,7081045,116,4107
6424,2041036,101,4125
6427,1143093,116,5233
6434,6191005,121,4111
6435,7015060,115,4125
6436,4099008,116,4107
6442,2002183,116,5233
6445,5084066,109,4103
6449,6071024,114,4111
6450,7001074,113,4127
6452,1021038,117,4109
6453,7064112,116,5233
6454,7050025,116,4107
6457,2104048,114,4111
6458,1061237,107,4109
6461,2076724,113,4127
6462,5095134,106,5215
6466,5083015,116,5233
6467,1085051,105,4111
6471,1116012,117,4108
6474,6206066,106,4130
6477,4123037,116,4109
6479,6232300,107,4109
6481,4088047,116,4109
6482,4088085,114,4111
6483,2055327,106,5215
6487,1183023,116,4107
6488,3004257,117,4109
6490,4068044,109,4103
6491,6162112,102,4128
6493,2102130,114,4111
6494,5027200,108,4125
6495,4099036,102,5226
6496,2107242,114,4111
6497,2054062,113,4125
6501,1102102,102,4128
6502,2077415,116,5233
6505,7063008,103,4125
6510,4008144,109,4103
6517,2023025,106,4105
6519,2076607,107,4109
6521,2055639,116,4107
6525,5091548,106,5215
6526,4085053,117,4109
6529,5082046,116,5233
6530,2076194,117,4109
6533,2013047,116,4111
6535,7012102,117,4108
6539,1037051,114,4111
6543,7063101,117,4108
6545,5047274,113,5502
6546,6161296,113,5507
6550,5079110,113,4127
6552,2031162,114,4111
6554,4053031,117,4109
6555,7039201,115,4125
6558,5089033,113,4127
6560,2054654,113,4127
6561,2040054,116,4111
6562,6159018,106,4105
6568,4073234,113,4127
6570,2031122,119,4110
6572,1037243,106,5208
6573,1006088,108,4125
6578,6107072,121,4111
6579,3088055,112,4144
6581,2076651,106,5215
6582,1017003,114,4111
6584,7037028,115,4125
6587,1101106,110,4132
6591,4128086,114,4111
6595,4101060,106,5243
6597,6123060,107,4109
6598,4008434,113,4127
6602,1134300,101,5255
6604,6123232,120,4111
6608,7001008,115,4125
6615,2054232,114,4111
6616,1102317,110,5207
6618,1086002,113,4127
6622,2037028,109,4103
6624,5037004,114,4125
6626,5069129,115,4125
6627,1104029,106,4105
6628,7057026,101,4114
6629,6236095,112,4144
6632,1157340,117,4109
6634,2032140,107,4109
6636,2045403,117,4109
6637,7010006,112,4144
6638,7081016,116,4107
6641,2055262,116,5267
6642,1004245,106,4130
6643,5048127,106,4133
6647,7041084,114,4125
6649,1110007,106,4105
6650,1105075,115,4125
6652,2018066,104,4105
6657,7002113,115,4111
6658,6193189,107,4109
6659,5090268,114,4125
6666,7088034,113,4127
6667,7039160,113,5303
6668,2101359,106,5215
6669,6166055,121,4111
6670,2081300,117,4109
6671,1031031,108,4125
6673,5032096,104,4136
6674,6161221,110,5227
6677,2081122,104,4109
6678,7072324,117,4108
6680,2078555,103,4125
6681,2078546,112,4144
6687,1114021,110,4107
6693,3009077,117,4109
6694,6123151,106,5507
6695,4071186,101,4125
6696,1158304,123,4110
6697,4075150,112,4144
6700,4080181,117,4109
6701,4086080,114,4125
6703,7056062,116,4107
6704,4051156,114,4125
6705,1160133,116,5267
6707,4132033,116,4109
6710,5089190,106,5243
6713,1101162,123,4111
6714,5036055,114,4125
6715,2055575,114,4125
6719,2115006,106,4105
6722,5078025,113,4127
6724,2030111,117,4109
6725,1160001,116,4107
6727,2054282,113,4127
6732,7039016,115,4125
6733,7080085,116,5213
6734,1103195,116,4107
6735,2098050,108,4125
6737,6123164,106,5507
6738,5084094,106,4107
6739,4024024,109,4107
6740,2027067,104,4136
6742,2002315,116,4107
6744,4068271,117,4108
6746,2118026,101,5255
6748,2040085,103,4125
6749,7059066,113,4127
6750,2046323,115,4125
6751,7030059,105,4109
6752,6252063,114,4125
6753,6265006,105,4111
6754,2101218,116,4111
6762,2055741,109,4107
6763,4007120,109,4125
6765,7006097,112,4144
6766,1007125,111,4107
6768,1134313,109,4103
6772,7088076,113,4127
6773,7053071,113,4127
6774,1029053,113,4127
6775,2040068,104,4105
6776,6193109,113,4104
6779,1102253,117,4108
6780,1161048,107,4191
6785,5047254,107,4161
6792,4002321,105,4111
6793,2036047,113,4127
6794,1002060,119,4111
6795,4053064,106,5243
6796,6240232,112,4144
6798,7049121,117,4109
6801,1159114,116,4107
6804,4068189,116,4109
6809,1136135,110,4132
6812,2033027,116,4107
6813,1164002,111,4107
6817,1032020,108,4125
6819,4063029,113,4104
6820,2054672,108,4188
6824,2063218,113,4127
6826,2072026,117,4109
6827,4043125,108,4125
6828,1159011,106,5243
6829,5035097,108,4107
6833,2097080,109,4107
6836,2114023,101,4125
6838,5084005,117,4108
6839,7076012,106,4133
6841,7083033,121,4111
6843,1143110,117,4109
6844,2081656,117,4108
6845,1108026,115,4125
6847,1166035,102,4128
6849,6161242,115,4125
6851,1045028,101,4125
6852,1151067,106,4130
6855,1023238,116,4107
6856,3002175,117,4109
6864,6123218,101,4125
6865,2028027,106,4133
6868,1104241,109,4103
6874,3088060,116,4107
6879,2018160,103,4125
6881,1033146,106,5243
6882,6186306,121,4111
6886,4012129,103,4125
6887,1102424,106,5243
6891,1105060,117,4109
6893,5095157,114,5305
6896,5083010,114,4114
6898,4023212,114,5305
6900,2054304,115,4125
6907,3061093,117,4109
6908,4052032,117,4109
6912,5067134,110,4132
6916,6154020,117,4109
6917,7034070,115,4125
6921,1148086,106,4125
6923,3087021,111,4123
6924,2055348,109,4201
6927,4102113,116,4109
6930,2057329,105,4109
6931,1099017,106,4125
6933,1144006,119,4111
6934,4015362,116,5267
6939,6206068,107,4191
6944,2098028,102,4128
6948,6169017,117,4109
6949,7050057,101,4125
6950,5049037,116,4126
6952,7026552,116,4107
6954,7008016,108,4188
6957,2084082,107,4109
6959,1063090,117,4108
6961,5071113,106,5243
6962,7008160,115,4109
6965,7072367,109,4103
6967,6123377,110,4132
6977,1144148,106,4133
6978,5086081,114,4125
6979,1161013,102,4109
6981,6188357,102,4109
6988,7052064,106,5507
6993,6150012,110,4132
6995,1032030,113,4104
6996,4024108,105,4109
7006,2107281,117,4109
7007,1165035,110,5207
7009,1176038,110,4107
7010,1169042,117,4109
7011,6152092,110,4101
7015,2018033,106,5507
7019,2036081,117,4109
7023,5073064,106,4130
7024,1157189,116,5267
7027,4089003,116,4111
7028,2087319,113,4117
7029,2107247,108,4125
7031,4044015,117,4109
7032,2028058,115,4109
7036,3031187,116,4107
7039,4008275,106,4102
7041,7026443,109,4103
7042,2116068,113,4125
7046,2054338,115,4125
7049,7036068,115,4125
7050,5084099,106,5243
7059,5069241,106,4133
7066,1102247,101,4125
7072,5048092,106,4130
7073,4076097,119,4111
7076,7066061,113,4104
7077,2119071,117,4109
7085,2076632,111,4109
7086,2101256,115,4125
7088,1046051,121,4111
7089,4053037,106,4130
7090,7076042,116,4107
7091,7032453,103,4125
7092,2082493,113,4104
7094,1101103,117,4109
7096,1008022,106,4133
7102,7086079,103,4125
7104,7056051,116,4107
7107,1176145,108,4125
7108,1037197,110,4132
7109,3069096,116,4109
7110,1177098,114,4125
7111,4009367,116,4107
7116,3078087,113,5303
7120,5047046,111,4107
7122,5057080,114,4125
7133,2101242,109,4107
7134,5090644,106,5503
7137,5047271,116,4107
7140,1128076,114,4125
7142,1104138,111,4107
7144,2114004,113,4104
7147,2065043,105,4111
7150,6014030,107,4109
7151,3059032,116,4107
7154,6191067,120,4111
7157,7032144,115,4125
7159,6185137,115,4125
7161,2014120,116,4111
7165,2080191,113,4135
7167,6058016,121,4111
7170,2018315,106,4130
7175,1043029,106,4102
7180,7009061,106,4133
7186,1027039,113,5507
7187,2045235,104,4109
7192,3048082,114,4134
7196,6227025,106,5208
7200,7042007,108,4125
7203,1102233,110,4132
7204,1048049,108,4125
7206,7079041,116,4107
7208,4086075,116,5267
7209,1039023,118,4111
7210,3020001,113,4104
7212,6123363,110,5207
7214,1101253,102,4109
7218,7043124,114,4125
7219,3065001,116,4109
7220,3061137,116,4126
7221,1149128,107,4109
7224,2100201,108,4107
7225,4051097,114,4125
7226,7056044,114,5305
7227,1031184,116,4107
7231,6186217,110,4107
7232,6161378,110,5207
7235,3004079,117,4108
7243,1076113,101,4125
7246,5049060,116,4107
7247,7016131,112,4125
7249,7057314,107,4109
7252,2039039,101,4125
7255,2100069,109,4107
7256,6167023,110,5207
7260,2023139,106,5208
7261,6162020,121,4111
7264,4001276,107,4109
7265,7041092,110,4132
7269,2092170,103,4125
7281,2057381,103,4125
7283,1033051,108,4125
7285,4047047,107,4109
7289,2078763,121,4111
7291,5068097,106,5203
7293,5047246,116,4107
7298,6186065,107,4161
7300,4002019,106,4130
7303,4003141,105,4109
7304,6124028,116,4107
7306,1102255,110,4132
7307,2075074,116,4109
7309,3004280,116,4109
7313,6196209,107,4191
7318,2029014,108,4125
7319,6096006,120,4110
7320,2119061,113,4104
7323,6186362,116,4107
7324,2082339,106,4102
7327,6109066,106,4102
7328,1159130,110,4132
7329,1102515,102,4128
7334,2103046,116,4107
7335,2102098,116,4107
7336,7059042,116,4107
7339,5077011,118,4111
7340,2019310,109,4201
7342,4063225,106,5208
7344,1111030,114,4125
7347,5036010,107,4161
7348,4107024,109,4201
7349,1157145,110,4101
7351,5097022,114,5305
7352,7074042,106,4102
7356,1165001,114,4125
7357,1045161,110,4132
7360,2054542,101,4125
7364,1029074,106,5507
7365,3056081,116,4109
7368,2081904,106,4130
7370,2046021,104,4109
7373,5036074,105,4111
7380,7053089,116,4109
7383,7047048,103,4125
7384,6045180,123,4110
7385,1180074,113,4135
7388,4089268,107,4109
7389,6003034,113,4125
7393,3040141,116,4109
7397,7085034,116,4109
7398,7011069,122,4111
7401,2080094,110,5207
7403,2116209,116,4107
7404,1158252,106,5507
7411,1101209,117,4108
7417,1004266,113,4135
7422,1004339,111,4107
7423,1101287,113,4104
7432,2008025,117,4108
7433,6113010,117,4108
7436,2040029,109,4101
7440,1043168,114,4125
7442,7072319,116,4126
7445,1165069,106,4133
7449,1059320,123,4111
7456,2063106,102,4109
7458,2094067,111,4107
7462,7032106,103,4125
7463,1147080,116,4107
7468,2118093,103,4125
7472,4026114,105,4109
7475,1162157,106,5208
7477,5049089,101,4125
7483,4011163,113,4104
7486,6205111,113,4125
7487,6186111,101,4125
7492,2049011,116,4107
7494,6227085,105,4111
7495,3062062,105,4109
7497,2107068,110,5207
7499,1059020,116,4109
7501,5083047,111,4107
7503,2048102,109,4101
7506,2077069,102,4128
7507,6115064,106,5507
7510,6161016,120,4111
7514,4115062,123,4111
7517,1101306,106,4133
7518,4032164,111,4107
7521,2078556,102,4128
7525,7011053,113,4104
7526,7032549,122,4111
7529,6193199,101,4125
7531,6167027,101,4125
7533,1159140,116,5267
7534,3003027,109,4201
7538,1176162,103,4125
7539,4001265,106,4130
7543,7063014,114,4125
7545,2052123,101,4125
7546,6085036,123,4110
7550,6218119,106,4102
7553,2082298,102,4109
7556,5094050,106,4107
7565,1110033,114,4125
7568,5052066,101,4125
7569,2107236,105,4109
7576,6044081,116,4111
7577,1039106,116,4126
7582,1043159,105,4111
7583,1109040,110,5207
7584,6192310,107,4191
7587,5092020,110,5207
7590,4072015,117,4194
7591,2107249,116,5267
7592,1158025,111,4107
7596,5089121,123,4111
7598,1177104,113,4117
7600,1043180,110,5207
7603,1104153,114,4117
7604,4047102,101,4125
7605,2103073,114,4125
7607,6182034,110,5227
7608,7008116,103,4125
7610,6187371,123,4111
7611,7072396,113,4104
7615,3070073,116,4109
7618,6159122,110,4132
7620,1059187,123,4125
7621,4115081,106,5507
7623,6164172,120,4111
7629,4063143,112,4125
7633,2002286,110,4132
7634,7039350,116,4109
7636,2087240,113,4125
7641,1149058,104,4105
7646,2078690,108,4125
7652,7011067,101,4125
7653,7067044,106,4101
7654,1105027,113,5507
7660,1159192,114,4125
7661,6129134,120,4110
7662,6174006,120,4111
7664,2047188,104,4105
7667,2022064,114,4125
7670,5053185,102,4109
7672,1037013,106,5507
7674,3013236,119,4111
7675,4021013,113,4104
7678,2100202,102,4109
7680,7028026,102,4109
7681,6181247,116,4126
7686,6190378,121,4125
7687,5087101,114,5305
7689,2108160,103,4117
7691,1102090,109,4201
7695,5090580,106,4133
7696,3060211,119,4111
7698,1159206,106,4170
7699,7057085,122,4111
7700,3064024,112,4125
7704,2073109,102,4109
7705,3071075,106,4130
7711,4104076,116,4109
7712,1007189,111,4107
7713,1101506,114,4125
7715,3047005,105,4109
7717,1139052,120,4111
7718,4009335,110,4132
7721,6101237,120,4111
7722,6201340,108,4125
7730,6181232,120,4111
7731,2035043,106,4102
7733,4066104,122,4111
7736,1160237,108,4125
7737,7039296,115,4109
7738,1112005,105,4109
7741,4095082,118,4111
7742,2039124,114,4125
7744,2078027,116,4109
7745,7072163,113,4125
7747,7031107,119,4111
7751,1059128,108,4125
7755,7028085,107,4161
7756,1180024,114,4125
7761,1159278,114,4125
7762,4016043,102,4128
7767,7072434,113,5303
7768,5036113,116,4126
7773,7084175,113,5303
7774,4041019,110,4132
7775,1116008,110,4132
7778,2054627,122,4111
7782,2102257,114,4125
7784,1125098,116,4109
7785,5057030,112,4125
7788,1006064,112,4125
7790,1108022,110,4132
7795,6196165,106,5507
7796,1149042,119,4111
7798,2019462,109,4107
7800,6249089,105,4111
7802,1036220,107,4161
7805,6158311,107,4125
7807,7077207,108,4188
7812,1167122,116,4109
7813,2103147,107,4161
7814,1103152,105,4128
7817,1106045,116,5267
7821,2002115,113,5507
7822,6161369,110,4132
7823,3078102,110,4132
7824,2101220,116,4109
7826,2116125,108,4125
7828,2078443,114,4125
7831,5033009,114,4125
7834,7058102,116,4111
7845,1149114,102,4109
7847,4023201,114,4125
7849,1048087,123,4111
7852,7072471,107,4161
7855,7086185,116,4109
7856,6021053,110,5201
7858,6085074,116,4109
7859,4064262,112,4125
7863,2081910,103,4187
7864,2034078,116,4109
7869,6203093,107,4191
7870,7050010,106,4102
7872,7046050,114,4125
7873,1102270,111,4107
7878,3057083,116,4109
7886,1037242,107,4161
7888,2052056,113,4125
7889,3035005,113,4125
7895,1032116,114,4125
7897,1111020,111,4107
7900,6189405,117,4194
7906,2025151,109,4201
7908,4126032,116,4109
7913,5090168,113,5507
7916,5069159,106,5208
7923,6002022,110,4109
7924,2034006,109,4101
7926,6273035,104,4109
7928,4111059,114,4125
7929,1042024,110,4132
7930,3037342,106,4130
7934,5078055,106,5247
7936,1103179,113,5507
7937,2111164,116,4111
7940,3088336,113,4135
7943,2057057,117,4194
7944,2100243,104,4109
7946,5070173,101,5284
7947,7039222,115,4109
7948,1103151,102,4128
7951,4078079,113,4125
7956,7030049,106,5208
7959,4073019,106,4133
7963,5082294,116,4126
7965,2041032,111,4111
7966,1096111,114,4125
7967,5090118,106,4105
7968,7009199,116,4109
7973,7058002,113,4135
7974,4003183,116,5223
7983,2059047,106,4133
7986,1011027,111,4107
7987,7003057,103,4125
7989,4048088,116,4126
7991,7060123,109,4205
7993,2076279,104,4109
7996,1166046,123,4111
7997,2081092,106,4102
8005,1004123,108,4125
8006,2055757,114,4125
8008,1040183,114,4117
8011,6221110,116,4109
8013,6237007,123,4110
8017,1028013,116,4109
8018,4032054,104,5210
8021,1161111,106,5208
8025,2093042,113,5303
8026,1134070,106,5208
8027,5055067,106,4130
8028,5029182,116,4126
8030,2059024,106,4102
8031,5041065,114,4125
8032,4054008,116,4109
8033,1008060,112,4125
8034,6216102,106,4130
8038,2077440,114,4125
8040,6115029,106,5251
8043,2087168,106,4130
8047,7076139,111,4109
8048,7080009,116,4109
8050,1075109,106,4102
8051,2014094,118,4111
8053,1171072,108,4125
8056,1102156,102,4128
8063,4113019,116,4109
8065,2009152,113,4135
8068,2100470,109,4107
8070,7002145,119,4110
8073,2018037,113,5302
8074,4002050,106,5239
8075,4008328,112,4125
8076,4123041,114,4114
8083,2002109,104,4109
8084,3089169,108,4125
8090,2019412,104,4105
8092,4099098,116,4109
8094,2002138,122,4111
8099,6133045,106,5251
8103,4002281,116,4126
8108,2092184,105,4109
8110,7059111,116,4109
8112,1039122,116,4126
8116,7032073,113,4135
8119,2092006,116,4109
8123,5092128,114,4125
8125,5077046,106,4130
8126,2041048,113,4125
8129,4053026,112,4125
8131,6162179,105,4128
8133,1104242,108,4125
8136,3033027,112,4125
8137,6206120,107,4125
8138,1003199,111,4109
8145,5084108,114,4125
8149,2030163,116,4109
8150,6083083,101,4111
8152,4061068,106,4130
8155,4073145,114,4117
8156,1036162,123,4125
8157,6193062,117,4194
8159,1119261,101,5284
8162,2101292,103,4125
8164,2083053,113,4135
8165,1087075,106,4102
8166,6074056,114,4125
8167,6098098,121,4111
8168,2049018,106,5208
8169,4013084,107,4125
8170,1039221,119,4111
8171,4023182,105,4109
8172,1106016,106,4102
8174,6105104,114,4114
8175,5049073,112,4125
8176,5075039,116,4126
8177,3088131,105,4109
8179,1108083,108,4125
8182,1157170,117,4194
8183,4009230,110,4107
8184,6147015,112,4125
8185,1167077,117,4194
8188,6158343,110,4107
8189,7067059,113,4135
8190,4001283,106,5251
8196,5097068,106,4107
8197,4067182,103,4125
8201,7067031,116,4107
8202,7089033,106,4102
8203,5082106,106,5208
8204,4116097,116,4109
8206,7012458,113,5303
8208,2063200,116,4109
8212,2082007,106,4102
8214,7017019,116,5213
8220,1177082,102,520E 
8224,1101198,120,4111
8226,5082219,113,4125
8230,4080045,120,4111
8233,1159096,117,4194
8236,2072184,113,5303
8243,7077186,108,4125
8245,1110015,108,4125
8247,1040230,106,4102
8254,1159249,118,4111
8257,1041010,118,4111
8260,4120090,112,4125
8266,7058121,103,4125
8267,6163057,108,4107
8269,4113009,114,4109
8276,6057264,107,4107
8277,2055027,114,4107
8278,6093041,106,5247
8281,2026024,104,4109
8288,6149084,112,4125
8290,7008054,113,5101
8293,5089388,109,4205
8294,1178007,106,5239
8300,7008018,113,4135
8301,1158055,120,4125
8302,1164032,106,5503
8303,6158331,101,5285
8306,7035157,113,4125
8310,2078346,105,4109
8317,6192329,105,4128
8321,6189117,113,4135
8323,1105086,113,4135
8325,7091005,103,4117
8329,5092173,112,4125
8330,6045132,121,4125
8332,7012072,106,5239
8333,2040092,115,4109
8335,4082097,109,4101
8336,2073175,113,5303
8340,4094009,108,4125
8343,4075126,108,4125
8347,3049124,119,4111
8348,2102183,113,5303
8353,6152030,101,5285
8355,3066066,105,4109
8356,3004210,115,4109
8363,5097047,116,4126
8364,5091602,112,4125
8369,4065008,109,4205
8371,1160335,102,520C 
8374,6123306,106,5251
8378,4068226,106,5251
8379,4018058,113,4135
8380,1047084,110,4127
8382,1002014,101,5284
8383,1036061,103,4109
8384,3004326,112,4125
8385,7031106,122,4111
8391,1140031,117,4194
8399,2077649,117,4194
8400,7083071,114,4107
8401,6207200,117,4194
8405,4011174,119,4111
8416,1102279,116,5213
8419,6269085,110,4109
8420,6184023,110,4109
8432,4001134,117,4194
8434,1101332,119,4111
8438,7039047,115,4111
8442,2101389,113,4107
8443,6113095,117,4194
8448,6202141,109,4103
8449,2107132,112,4125
8451,2056050,112,4125
8455,6166018,121,4125
8456,7088208,106,5247
8464,6123049,105,4109
8465,4095069,116,4126
8466,3010062,116,4126
8468,6003077,123,4110
8471,5043073,114,4134
8472,2073080,113,5303
8473,4010122,105,4128
8474,5091320,106,5505
8475,7031084,103,4109
8476,6129155,116,5223
8478,4008032,105,4128
8483,5088224,106,5251
8486,5081023,114,4117
8488,1102209,102,520E 
8491,5054226,105,4128
8496,6147073,114,4107
8503,6098201,101,4111
8505,5046092,112,4125
8506,5059054,101,5284
8507,6168057,119,4111
8509,1039243,106,4107
8511,2054656,104,4193
8512,7083324,117,4194
8516,1049100,109,4201
8519,6190141,107,4125
8521,6093061,121,4125
8523,2075103,119,4111
8530,4063077,117,4194
8537,2045143,112,4125
8538,5057151,106,5251
8547,4040052,118,4111
8549,1104251,114,4117
8551,6233102,116,4126
8554,4117090,116,4126
8556,5081049,120,4111
8560,4010107,118,4110
8562,2049007,112,4125
8564,2055247,112,4125
8568,1037355,117,4194
8569,4051138,122,4111
8570,1023118,106,5203
8575,6098441,121,4125
8576,2030180,106,5203
8579,1024144,102,520E 
8580,2044010,117,4194
8581,6129240,120,4111
8582,4086047,114,4107
8585,2081307,112,4125
8586,4015284,118,4111
8591,1023203,108,4111
8594,1106097,119,4125
8594,7013046,111,4109
8596,4012009,105,4128
8599,6098020,121,4125
8601,2055195,117,4194
8604,7055043,113,5303
8605,6123483,110,5601
8610,1158056,112,4125
