Rank,RollNo,Course
1204,1038193,R4114 
1205,7013100,G4125 
1207,5035290,G4125 
1208,2047016,R4114 
1209,3022086,V4110 
1211,6012216,G4125 
1212,1090192,B4109 
1213,6045095,B4107 
1316,1018155,B4109 
1317,4006231,G5239 
1318,6011086,R4114 
1319,4002426,B4101 
1320,5052329,R4111 
1322,2052116,R4111 
1323,1023249,B4109 
1325,1036116,B4109 
1326,6023008,H4110 
1327,5030086,D4107 
1328,2052253,D4109 
1329,6061051,B4101 
1330,7004336,D4107 
1331,7017344,R4125 
1332,5002240,R4114 
1333,6018094,G4121 
1334,4003171,K4107 
1335,6044272,R4114 
1336,2003131,W4124 
1337,2011136,V4110 
1338,2030035,R4114 
1339,6084039,M5237 
1340,7026140,R4125 
1341,7022230,K4203 
1342,2007249,G5239 
1343,1011180,B4109 
1344,5034170,D4117 
1346,1082193,W4125 
1347,1060034,R4111 
1349,7001259,D4107 
1350,6023111,M5238 
1351,1053046,V4110 
1353,1007258,H4110 
1354,6087270,M4117 
1355,2067009,D4109 
1356,2039230,D4107 
1357,7013056,D4107 
1359,6081194,M5237 
1360,4008393,G5239 
1362,1030040,B5226 
1363,4029119,K4109 
1364,6029109,R4111 
1365,6008244,M5218 
1365,6046056,D4109 
1464,2011230,W4114 
1465,2059178,R4111 
1467,6020087,R4111 
1469,7006055,V4113 
1471,6018110,M4109 
1472,1080189,B4109 
1473,1069023,B4109 
1474,1036132,D4117 
1475,1032034,B4101 
1476,4006487,G4121 
1478,6082225,M4117 
1479,6057197,M4107 
1480,4022100,R4125 
1481,2064085,R4111 
1482,1074168,B4109 
1483,2063265,B4101 
1484,7014096,D4109 
1485,2055072,B4109 
1486,2052173,D5210 
1487,6041038,G4121 
1488,1054213,V5216 
1490,6023086,W4114 
1491,2037047,K4203 
1492,6005136,M4107 
1493,2018122,W4114 
1494,7033182,R4111 
1495,2008028,R4111 
1496,1081126,B4101 
1497,6046218,G4121 
1498,6085012,R4111 
1499,5044054,G5239 
1500,4025244,B4109 
1502,4037239,K4203 
1503,3004089,W4114 
1504,2038275,D4109 
1505,1076194,B4109 
1507,1038021,M5237 
1508,4006369,V5216 
1509,1085091,W4114 
1510,2017044,D4136 
1511,1044008,H4110 
1512,2016035,R4125 
1513,7033102,V4125 
1617,1085072,B4109 
1618,4019050,K4101 
1620,1083148,K4107 
1621,2055284,H4110 
1622,4006547,B4101 
1623,1087102,B4101 
1624,4005060,B4101 
1625,1012102,D5210 
1626,2035172,M5236 
1627,5051190,G4107 
1628,2020049,W4114 
1629,5016212,G4121 
1631,1014244,M5236 
1634,4007129,R4111 
1635,6038178,H4110 
1636,2067155,D5210 
1637,2007011,R4111 
1639,1084221,B4109 
1640,6017161,H4110 
1641,1019244,R4111 
1642,1021112,V4113 
1644,7004396,R4111 
1647,5022299,G4121 
1648,7028351,G5239 
1649,2030160,R4111 
1650,5054290,G4121 
1653,5002274,G4121 
1654,5050165,G4121 
1655,6015059,M4109 
1656,7013161,R4111 
1657,2010230,D4109 
1658,5038214,B4109 
1659,1078262,B4109 
1662,7028232,D4109 
1663,2029020,D4136 
1664,1015104,R4111 
1665,7023041,R4111 
1666,6072012,M5236 
1667,2018074,K4107 
1669,5030120,R4111 
1672,5020015,V5305 
1673,6034134,M4107 
1780,1030028,B4128 
1781,6016092,D4136 
1782,1021149,B5226 
1783,1056180,R4125 
1784,6026172,K4101 
1785,4005253,D4136 
1786,6008142,G5239 
1788,6086396,M4117 
1789,2029146,D4117 
1790,1036196,R4125 
1791,1045045,M4117 
1792,1027195,B5226 
1793,6014200,M4101 
1794,2054064,G5239 
1795,2062015,B5226 
1796,2055088,R4125 
1797,1054006,R4125 
1798,6079235,W4114 
1799,2063071,D4136 
1800,2032032,U4110 
1801,1080149,V4113 
1802,2029171,D5210 
1803,6007236,M4109 
1804,2063154,K4107 
1805,2048107,D5210 
1806,5008124,R4125 
1807,2019044,D4109 
1808,4019076,R4125 
1809,5028065,W4114 
1810,2004271,R4125 
1811,7022035,K4203 
1812,1048167,K4101 
1814,5052120,D4117 
1815,2044005,D4109 
1816,1040165,B5226 
1818,6020266,R4125 
1819,4034113,D4109 
1820,3042012,R4125 
1821,6033229,W4114 
1822,6019269,M5227 
1824,2040177,R4125 
1825,2009008,D4117 
1826,6047084,W4114 
1828,2004169,D4136 
1930,2007092,D4109 
1931,7009123,W4125 
1932,2050029,K4203 
1933,2005209,D4117 
1934,1060153,W4124 
1935,2061013,D4109 
1936,1090170,K4101 
1937,5003088,K4107 
1939,4001030,V4113 
1941,4002119,D4109 
1943,1076234,W4125 
1945,7025113,V5305 
1946,5002165,M4101 
1947,6001107,D4117 
1948,7029035,V5305 
1949,2066103,V4111 
1949,7013189,D4109 
1951,1064192,D4109 
1952,5016158,K4101 
1953,2037257,D4109 
1954,1037114,M4117 
1955,6038042,M5227 
1956,4036055,D4109 
1957,1067053,D4117 
1958,2050052,V4113 
1960,6061104,M4117 
1962,5027062,D4109 
1963,7016198,U4110 
1964,2034047,D5210 
1965,4003142,D5210 
1966,7001085,K4109 
1967,2030169,D4139 
1968,5054056,G4107 
1969,4006529,V4113 
1970,2054038,K4109 
1972,1083140,K4109 
1973,6034272,H4111 
1974,6024210,W4116 
1975,4010010,W4116 
1975,2062376,K4107 
1977,1028153,B4128 
2081,7014261,V4113 
2082,1093208,V4113 
2083,6020011,M4107 
2084,4003154,K4107 
2085,2008219,V4113 
2086,2039038,W4116 
2087,4002446,D4117 
2088,7024170,K4107 
2092,1091317,W4116 
2093,4014193,B4128 
2094,6020268,H4111 
2095,4004223,G4122 
2097,1087050,K4109 
2098,6036199,M4109 
2099,5006082,W4116 
2100,1048270,G4120 
2101,1087167,H4111 
2102,6084078,M5227 
2103,5015195,W4125 
2104,1065176,M4109 
2105,4014241,V4113 
2106,1001003,V4111 
2107,6048218,H4111 
2108,1007027,N4125 
2110,6030120,V4113 
2111,5049035,K4101 
2112,4026289,K4107 
2112,2014010,D5210 
2114,1047100,W4125 
2116,6025249,M4107 
2116,2051180,E4110 
2118,4013014,K4109 
2119,6024015,M4101 
2121,4010016,K4203 
2122,1027055,B4128 
2123,1007126,H4111 
2124,7017320,U4110 
2125,7002257,B4128 
2126,6079186,M4107 
2127,6011255,H4111 
2234,6004062,V4111 
2235,1081138,K4109 
2236,7001191,B4128 
2237,2041058,V5305 
2238,1005349,B4128 
2242,7024248,W4125 
2243,1077075,V4111 
2244,1080201,R4109 
2245,1069082,V5305 
2246,3012142,W4125 
2247,4040452,V4113 
2248,5053274,K4101 
2249,2044164,G4107 
2250,5046171,W4124 
2251,1085184,R4107 
2252,6083104,M4109 
2253,2030109,W4124 
2255,1079077,K4204 
2257,1070280,V4113 
2258,2061054,V4111 
2259,1032198,K4203 
2261,2017109,W4124 
2262,2024008,K4109 
2263,4005167,V4111 
2264,5016185,V4111 
2266,1027268,B4128 
2268,2054172,B4128 
2269,4014230,B4128 
2272,1081091,K4109 
2273,1026266,G4107 
2274,2006120,K4101 
2275,1026195,W4124 
2276,3043061,K4109 
2277,4009316,W4125 
2278,2051074,V5223 
2279,2023161,G4122 
2280,2052099,W4125 
2282,6015029,V4113 
2284,1071024,K4109 
2398,1073080,V4111 
2399,7003265,K4109 
2400,2034115,W4125 
2401,7016076,W4125 
2402,4013241,K4202 
2403,7029001,V4111 
2404,5005087,M4109 
2405,6041059,W4125 
2406,2062065,K4123 
2407,1093023,G4107 
2408,2017090,K4101 
2409,1016020,G4107 
2410,2003224,M4109 
2411,7001101,U4110 
2412,4026211,V4125 
2413,1027266,B4128 
2414,1063016,G5506 
2416,1070059,W4125 
2418,2011121,W4125 
2419,4031112,V4125 
2420,6006027,H4111 
2421,4002352,G4107 
2422,5022247,G4107 
2423,2018106,U4110 
2424,4029217,V4125 
2426,2066160,W4125 
2427,6030088,G5506 
2428,6013152,K4101 
2430,7013014,R4107 
2431,6015109,H4125 
2433,6014013,M4109 
2434,4023134,G4107 
2435,6009064,M4109 
2436,1056103,K4101 
2437,4028048,K4204 
2438,1063186,G4107 
2439,2001178,K4109 
2440,5010072,G4107 
2441,6061029,M5210 
2442,2051207,E4110 
2443,1022129,M4101 
2444,6058259,M4101 
2545,2050234,R4109 
2546,1073235,C4110 
2547,4031110,V4125 
2548,2023014,V4111 
2549,6007154,C4110 
2550,1079239,V4111 
2551,5010206,G5210 
2553,2053043,V4111 
2554,2023250,G5506 
2555,5015261,V4111 
2557,6059115,V4111 
2558,1058263,G5506 
2559,2026080,G5506 
2560,2061091,B4128 
2560,1032141,B4128 
2563,2054262,R4109 
2564,2006193,R4107 
2564,1085236,G5506 
2566,6002023,M4109 
2566,6045085,H4125 
2569,5053121,B4128 
2572,4034340,E4110 
2573,7030030,V4125 
2575,1048106,G4120 
2576,1031048,B4128 
2578,1059133,B4128 
2579,2007093,K4204 
2581,1066035,V4125 
2582,7003228,W4117 
2584,1072049,M4109 
2585,2003153,R4107 
2586,4009087,V4125 
2587,2027022,V4125 
2588,6020269,M4109 
2589,5003295,H4125 
2590,1087096,K4202 
2592,7026034,E4110 
2593,2023147,R4109 
2594,6046261,H4125 
2595,6083007,M5210 
2596,6028273,M4109 
2699,1070068,G4109 
2700,7025216,R4107 
2701,2048265,E4110 
2702,7011010,E4110 
2704,4008391,V4125 
2705,7007025,V4125 
2706,1048145,G5210 
2707,1032137,V5223 
2708,6007150,H4125 
2709,1016489,M4109 
2711,2020155,V4125 
2712,1052260,G4101 
2713,1087049,G5506 
2714,2048248,K4202 
2715,7023119,G4101 
2716,1020215,M5227 
2717,1081264,V4125 
2718,2054060,E4110 
2720,6022237,H4125 
2722,6004084,M5227 
2724,6045090,V4125 
2726,5008361,R4109 
2727,5014363,C4110 
2730,4019242,R4109 
2731,1083155,R4109 
2734,1060192,V4125 
2735,1072270,M5227 
2737,5052251,V4125 
2742,2053154,D5205 
2744,6039012,V4125 
2746,5014242,B4128 
2747,5045046,G4122 
2748,1087154,G5210 
2750,1041182,K4123 
2751,4003324,G4120 
2752,7024159,R4109 
2753,7033082,K4123 
2754,6040028,H4125 
2856,1053012,V5223 
2857,6027101,B5245 
2858,5002191,G4122 
2859,2062393,R4109 
2860,5003434,G4109 
2861,5002359,M5201 
2863,6004165,G4109 
2864,5002175,G4109 
2865,7016034,G4122 
2867,2023232,J4110 
2868,5038181,G4109 
2869,6070062,H4125 
2870,5053040,G4120 
2871,5023161,G4120 
2872,2063172,R4109 
2874,7006061,G4109 
2876,6035178,M5227 
2877,2062371,R4109 
2877,7023021,M5227 
2879,2009219,R4109 
2880,5050054,G4122 
2881,5014165,V5223 
2881,6015118,G5215 
2883,5035284,M5202 
2884,2048243,K4202 
2888,4014387,V4125 
2889,4007118,R4109 
2890,1034063,V4125 
2892,1062076,E4110 
2893,1080272,H4125 
2894,2019011,J4110 
2898,4007412,E4110 
2899,5019174,H4125 
2901,1043102,E4110 
2902,7001042,M5201 
2904,1092230,M5213 
2906,6044044,V4125 
2907,2067115,R4107 
3021,3034256,R4109 
3022,7003383,E4110 
3023,7013086,R4109 
3024,7032183,K4202 
3025,2038005,V4109 
3027,2032186,R4109 
3027,4005343,B5245 
3029,4004041,R4109 
3030,1060248,R4109 
3031,2009182,R4109 
3032,1029178,M5202 
3033,6006121,U4125 
3034,1079154,G5201 
3035,6027277,A4110 
3036,4014008,W4109 
3039,2003132,R4109 
3040,6015045,G5231 
3041,7025131,V4109 
3042,6020156,A4110 
3043,7023047,W4117 
3044,2004135,R4136 
3045,6017049,M5215 
3046,6082245,M5212 
3047,2002030,R4136 
3048,2066123,V4109 
3049,2063018,W4109 
3050,2035054,R4136 
3051,2041042,D5205 
3053,1078264,R4107 
3055,1068049,E4110 
3056,2039122,R4107 
3057,1031028,B5244 
3059,1090129,N4111 
3061,5005153,M5213 
3062,4006250,R4107 
3063,1072150,R4107 
3064,1065017,R4107 
3066,2042148,M5215 
3067,6055026,M5213 
3068,6046109,G5215 
3175,6032098,W4117 
3177,2014144,U4111 
3178,4021126,M5212 
3181,2051145,G5201 
3184,2016188,D4139 
3186,1063077,G5215 
3187,2020071,R4107 
3188,7014204,R4107 
3189,6054182,M5212 
3191,4010271,R4107 
3192,7003305,R4104 
3195,7032029,N4125 
3197,3032240,W4107 
3198,1085179,J4110 
3199,2024242,G5215 
3201,7007213,U4125 
3202,6004194,N4111 
3203,1084027,R4107 
3205,2009057,D4139 
3207,5048128,G5507 
3208,2001121,R4136 
3210,4004328,R4136 
3211,2009204,C4110 
3212,4002111,R4136 
3213,1028034,N4111 
3215,7015195,A4110 
3217,5011011,V4109 
3218,4030231,V4109 
3219,6028261,G5231 
3220,6038017,M5215 
3221,2061090,D5205 
3222,6010132,G5215 
3223,2042153,G5201 
3333,7002098,U4125 
3334,7004183,C4110 
3335,1078106,S4110 
3336,1051263,V4109 
3337,4024355,V4107 
3338,7014028,V4109 
3340,4027231,K4123 
3340,5043068,G5243 
3343,7034356,D5205 
3345,1079210,W4109 
3345,7003420,U4125 
3347,6064028,M4127 
3348,4005207,E4125 
3349,2050175,J4110 
3350,5049186,G4127 
3351,1035265,K4123 
3352,5040168,K4123 
3353,7008138,V4109 
3354,1073207,D4139 
3355,6033272,N4125 
3357,2047174,R4136 
3358,4015011,R4136 
3359,7029022,U4111 
3361,6084028,M5228 
3363,1047061,K4201 
3364,7006024,K4202 
3369,7008279,J4110 
3371,2032280,S4110 
3372,2051169,W4109 
3373,1055021,J4110 
3374,1054160,S4110 
3377,1010011,N4125 
3378,7006130,R4136 
3379,1016401,W4107 
3380,6017208,N4125 
3382,3039283,G4127 
3382,7002363,C4110 
3490,1054258,B5503 
3491,7018036,N4125 
3492,1078085,P4110 
3493,4021195,P4110 
3494,5047182,W4108 
3495,4035029,V4109 
3496,2008014,R4136 
3497,2023134,D5205 
3498,2039194,D5205 
3499,1048370,W4107 
3502,4018212,W4107 
3504,7030140,S4130 
3506,1087042,V5214 
3507,2053111,K4123 
3508,2064023,U4111 
3509,6084022,K4123 
3511,4004345,V4107 
3513,4040488,S4110 
3514,1030192,V4109 
3515,1048061,U4111 
3516,5015086,U4125 
3518,1059131,C4110 
3520,3002068,E4111 
3523,4001321,V4107 
3524,2003242,C4110 
3525,4008275,V4109 
3527,6066081,M4132 
3528,4005019,V4107 
3529,4010207,K4123 
3531,6053141,M5602 
3532,6025245,G4127 
3534,5002150,A4111 
3536,1032274,U4111 
3537,2047055,U4111 
3538,7004092,R5502 
3540,1092013,J4111 
3541,1026146,B5503 
3647,7019098,K4123 
3648,1021063,R4136 
3650,4020221,V4107 
3651,2025036,D5205 
3652,1091332,M5228 
3653,6001141,H4109 
3656,6058134,M5241 
3657,7016326,R4127 
3658,7001186,U4111 
3658,4008239,R4127 
3660,6020069,H4118 
3664,2023150,P4110 
3665,2047124,V4109 
3667,1076152,S4111 
3668,7013214,W4401 
3672,4024253,V4109 
3674,6018200,W4117 
3675,5049213,W4109 
3677,1018206,W4109 
3679,7017303,U4111 
3680,7007186,U4111 
3683,2024062,D4139 
3684,6039204,W4107 
3687,7012050,G5230 
3688,2030016,D5205 
3689,1035188,U4125 
3690,4008169,V4109 
3691,2007258,D4139 
3692,2047194,G4127 
3694,1062207,D4139 
3695,1080208,V4109 
3697,3037181,K4123 
3699,4022252,K4103 
3808,1053111,E4111 
3809,2043236,G4133 
3810,2050078,U4125 
3812,2040075,W4109 
3814,4005384,G5253 
3815,1089007,V5214 
3818,3038180,G4127 
3820,1030171,M5241 
3824,1028124,M5228 
3825,2053192,G5231 
3826,1085001,S4110 
3829,2041271,W4107 
3830,7030182,G5504 
3832,5035226,A4111 
3833,1032117,K4123 
3834,1092145,W4109 
3835,2040142,V4107 
3837,2052161,E4111 
3838,6048214,M4132 
3839,4007284,V4107 
3840,2023009,G4127 
3841,3038257,G4127 
3843,4010096,K4123 
3845,1022143,M5241 
3846,4038049,W4109 
3850,6086075,M4132 
3852,2030121,D4139 
3853,7016127,E4111 
3855,5050279,G4127 
3856,4022123,S4110 
3857,7024229,H4107 
3859,1055236,A4110 
3860,4014098,E4125 
3862,1084030,W4109 
3863,2050053,E4125 
3864,1090259,S4110 
3979,4012071,V4107 
3980,4005083,K4123 
3981,5010152,W4109 
3984,2029001,J4111 
3989,5033059,D4139 
3990,7005229,J4111 
3991,1028194,H4109 
3993,7008153,U4125 
3997,2025165,D4139 
4001,6027086,P4110 
4002,1025161,K4123 
4002,7004041,G5253 
4004,2026253,P4110 
4005,1069017,K4123 
4006,4036157,A4110 
4007,5051175,M5250 
4009,7016356,H4109 
4011,2039136,V4107 
4012,3012062,P4110 
4015,4011073,W4117 
4016,1025170,E4125 
4019,2044013,V4107 
4025,2012194,W4107 
4026,2037106,W4107 
4028,6027302,A4110 
4030,1054096,G5243 
4031,1027241,V4107 
4033,2063078,W4107 
4146,3019024,S4125 
4149,4037256,P4111 
4150,6004276,E4125 
4151,6034057,E4111 
4152,2020258,S4110 
4153,1049063,E4125 
4156,7019190,S4125 
4157,6007245,H4109 
4158,4036171,K4103 
4160,4004163,A4111 
4161,1078078,R4127 
4162,1089038,W4108 
4163,2023219,C4111 
4164,5039028,G4133 
4165,1001070,J4111 
4165,1086227,H4109 
4167,1083122,V4107 
4168,5051204,W4117 
4169,6010237,H4118 
4170,2038011,V4107 
4171,6065122,M5249 
4172,6035095,E4125 
4173,6007186,A4111 
4175,1070022,H4118 
4176,1019265,R4127 
4177,1074107,J4111 
4179,1053270,V4107 
4180,4026053,V4107 
4181,1018302,J4125 
4182,1047039,N4107 
4182,2054216,H4118 
4185,1064229,S4110 
4187,5008246,B5503 
4189,1057122,S4114 
4191,1039091,S4125 
4192,6082223,M5249 
4193,5037281,A4111 
4194,2018134,P4111 
4307,2038084,C4125 
4308,1024001,G4105 
4309,2055114,G5243 
4311,4032022,W4117 
4312,1088127,H4117 
4313,6043047,S4110 
4314,4020175,A4111 
4315,7005288,C4125 
4316,2062227,J4125 
4317,6082172,W4117 
4319,6040130,W4108 
4321,7031302,J4125 
4321,7007279,D4139 
4321,1090133,D4139 
4324,1075044,D5205 
4324,1080260,C4111 
4326,6024150,A4111 
4329,1054244,J4111 
4330,4006127,C4111 
4332,4013122,J4125 
4334,3029101,K4103 
4335,4025263,S4111 
4336,2045219,G5504 
4338,4022300,S4110 
4339,4014168,D5205 
4340,4002280,D5205 
4343,5053260,K4103 
4344,1053205,R4127 
4345,5046062,G5507 
4347,5011171,A4111 
4349,6040213,A4111 
4350,6010201,A4111 
4352,4012031,J4111 
4353,1014081,V4126 
4354,4001308,G5243 
4355,4014179,G5504 
4356,2040228,N4107 
4358,1051106,S5216 
4467,6026256,G4133 
4469,2015219,K4103 
4472,6074153,A4125 
4473,7003083,H4107 
4476,6007003,H4117 
4478,7007041,S4110 
4479,7002112,C4111 
4482,5018010,S4110 
4483,4011244,P4125 
4484,4006343,P4125 
4486,2052211,J4111 
4487,4006461,J4111 
4490,2017163,G4133 
4491,7022279,J4125 
4493,5005063,A4125 
4494,6038046,G4130 
4495,5024098,V4126 
4496,4006485,R4127 
4497,5009106,K4103 
4498,7034415,G4130 
4499,5049196,G5504 
4501,2067073,W4108 
4502,6025010,A4125 
4506,5004108,C4111 
4507,7009145,S4125 
4508,1059149,R4127 
4509,7025036,J4125 
4511,6015071,J4111 
4512,6075108,G4133 
4513,2050200,W4401 
4514,6024038,A4125 
4515,6045229,V5301 
4516,1090132,N4107 
4517,6080232,N4109 
4636,2027263,W4108 
4637,4034217,V4126 
4639,4002059,P4125 
4640,7003167,G4102 
4641,6024060,R4127 
4643,2010207,C4125 
4645,7005074,C4125 
4647,7017426,B5503 
4648,2010165,W4108 
4649,6038280,J4125 
4653,7032455,P4125 
4654,6029168,N4109 
4656,2051081,G5504 
4658,5044067,G4130 
4659,5008043,A4125 
4666,4006381,N4107 
4667,6038224,S4125 
4668,1025262,R5502 
4671,7028306,C4125 
4672,1058098,G5504 
4673,4017019,G5504 
4674,6080252,A4125 
4675,4029351,R4127 
4677,6021069,J4125 
4679,5016220,V4126 
4680,3041182,C4125 
4681,7014090,S4125 
4800,6014246,N4109 
4802,2062342,S4111 
4803,2050155,S4114 
4807,5029180,G4130 
4808,1059192,R4127 
4810,1065074,G5504 
4812,2004245,P4111 
4813,6043038,P4111 
4815,6024172,K4103 
4816,7005179,R4127 
4817,7016108,S4125 
4818,7034235,R4127 
4822,6035255,S4125 
4825,7010088,R5502 
4826,1040195,G5101 
4827,5051219,G5505 
4829,1031253,K4103 
4831,2015075,W4401 
4833,2039043,B5503 
4835,1011232,R4127 
4836,7024195,P4111 
4840,5052298,S4114 
4846,7024186,K4103 
4847,4040378,S4114 
4848,1087214,S4111 
4849,7024268,G4105 
4851,4033178,S4111 
4854,3025136,P4125 
4855,6054009,V5301 
4856,1042352,S5216 
4972,2001289,P4111 
4974,2002237,W4401 
4976,5004028,R4127 
4976,4009003,G4130 
4978,1077256,R4127 
4980,4011071,P4125 
4982,7002094,A4109 
4983,2063086,V4126 
4985,1009029,M5207 
4987,3043102,S5216 
4988,1044116,R4127 
4989,1069002,S5216 
4991,2039068,G4102 
4994,5043307,G5208 
4996,1049151,P4111 
4997,7029410,P4111 
4998,3043242,P4125 
4999,1025017,P4125 
5000,3026153,R4127 
5003,7017321,G4102 
5004,6079023,W4104 
5005,1060076,R4127 
5007,4027253,P4125 
5010,2049050,R4127 
5011,4014255,S4134 
5012,3039289,G5501 
5015,1059220,R5502 
5016,5012115,G5251 
5018,1064207,P4125 
5019,2024205,G5251 
5020,1035087,V5301 
5021,6083143,M5207 
5023,5037249,G4105 
5025,1089170,S5216 
5026,3037142,S4134 
5135,4016399,S4125 
5138,4024152,S4125 
5146,7004309,R4127 
5147,6081264,R5303 
5149,1073199,W4104 
5151,1091053,S4134 
5153,2034219,S4125 
5154,1068199,R4104 
5155,5028083,S4134 
5157,1087171,R5303 
5158,4005030,S4125 
5159,3044042,G5251 
5161,4035475,S4125 
5164,7022073,A4109 
5166,6007132,P4141 
5167,1025039,V4126 
5168,2054088,R5507 
5169,7025203,S4134 
5170,5053214,G5507 
5172,7030052,V5301 
5175,2040250,V5232 
5180,4004060,A4109 
5182,4006421,J4138 
5184,1057229,V5240 
5185,6015202,A4109 
5304,6019019,S4114 
5305,1023141,M5207 
5307,1067128,R5303 
5308,4027223,S4134 
5312,5035292,S4125 
5313,1068018,V4106 
5315,1034176,V4126 
5317,6053187,R4104 
5318,5005157,S4114 
5322,4012432,V4126 
5323,7019055,G5507 
5324,1090277,R4104 
5325,2050179,S4125 
5326,5027085,V4126 
5326,7027248,P4141 
5329,7026175,R5507 
5330,4010127,R4104 
5334,1060260,P4141 
5339,7007107,S4134 
5344,6055265,V5232 
5346,1026174,G4102 
5348,1070268,S4134 
5349,5023034,V4126 
5462,4027286,G5507 
5463,2067002,R4135 
5464,5020163,S4125 
5465,7028278,S4134 
5466,2027120,V4126 
5469,5028178,V4130 
5471,4035389,S4111 
5474,2047268,R5303 
5475,3012050,G4102 
5480,7012287,P4108 
5481,2047131,S4134 
5484,2046138,P4108 
5485,4031055,G5247 
5487,2027075,W4401 
5490,2039110,S4125 
5491,2021150,S4125 
5492,1011291,S4134 
5494,2016027,G5505 
5495,7007179,V4106 
5496,6015089,J4138 
5498,1082137,W4401 
5500,2016160,S4125 
5502,5049007,G5507 
5504,2056154,P4141 
5507,1026017,R4135 
5509,1032028,S4114 
5512,7030037,S4134 
5513,2047171,M5207 
5514,4019267,S4125 
5515,7002049,R4104 
5624,2023089,P4108 
5625,2045005,G5208 
5626,5022032,G5501 
5627,6030119,S4114 
5630,6002001,W4104 
5631,6080100,W4104 
5634,1056079,S4114 
5636,1025101,K4201 
5637,7014230,S4111 
5638,6044185,S4111 
5639,2057169,S4111 
5640,4015013,S4111 
5641,4024116,G5505 
5642,3005038,W4104 
5644,6023039,V4126 
5645,7032091,S4111 
5649,2067149,G5505 
5651,2016223,R4104 
5653,5034226,S4134 
5654,5009210,S4111 
5655,4035185,G5505 
5659,1010147,G5247 
5661,7013172,P4108 
5662,3022246,G5505 
5667,4017020,S4111 
5669,6086065,V4106 
5670,2002280,P4108 
5671,3045128,S4142 
5672,2067103,S4111 
5673,1009015,S4111 
5674,1083200,R4104 
5783,2012067,V5240 
5784,3007050,V5240 
5787,4008380,G5208 
5789,2009147,V4130 
5795,4016069,G5248 
5797,2010112,R4135 
5799,1066018,S4134 
5800,7013190,R4135 
5801,2050228,K4201 
5802,6009172,S4109 
5804,2062178,V5240 
5805,4010117,G5505 
5810,2057054,S4134 
5810,5016298,G5248 
5813,7008123,J4140 
5822,2002144,S5305 
5827,7017386,V4106 
5828,3040287,S4134 
5831,5029203,S4109 
5833,1034025,V4106 
5836,7028344,M5207 
5838,4020095,V5240 
5944,5040119,G5248 
5945,2006097,G5505 
5946,7011102,S4134 
5947,1039290,R5507 
5949,4003290,G5203 
5953,1073121,S4130 
5957,1019101,G5208 
5958,4004402,V5240 
5959,1052193,S4142 
5963,2051014,R5303 
5965,2052023,G5501 
5966,1088051,S4109 
5968,1056199,V4130 
5969,7028319,S4130 
5970,4009288,G5203 
5971,4031154,S4109 
5972,2049134,S4142 
5980,7003115,J4138 
5981,1048223,S4107 
5982,7018259,R5403 
5988,1025111,S4107 
5990,1063004,S5305 
5991,7030223,S4142 
5992,4016058,S4130 
5994,6015174,S5252 
5997,4029427,S4130 
6114,1032005,S4107 
6116,6045098,J4138 
6118,2062076,R5302 
6119,1069153,S4130 
6119,1072166,S4109 
6122,2032038,S4107 
6124,6006219,S4130 
6126,1037386,R5403 
6127,4003007,W4104 
6129,7018202,V4106 
6131,7028193,W4104 
6133,2050188,S4107 
6136,5048102,G5501 
6137,2039163,S4107 
6140,7025270,K4201 
6141,2054190,R4135 
6142,1028110,R4135 
6144,1079213,S4107 
6146,7029309,G5203 
6148,6042170,M5601 
6149,2053210,V4130 
6155,4010296,G5203 
6159,5019130,V4130 
6162,4020102,R5302 
6163,4002099,V4106 
6167,1046185,M5601 
6167,2002276,J4138 
6170,1046283,J4138 
6282,2055069,R5302 
6284,4009358,S4130 
6288,4001232,W4104 
6296,5020158,S4131 
6297,1023109,R4135 
6300,4005336,R5302 
6303,3006067,S5305 
6305,5014270,W4104 
6306,3027144,W4104 
6307,1064061,S4130 
6310,5014336,S4130 
6314,2026046,V5204 
6315,5048011,G5503 
6316,2025255,R5403 
6317,6053190,V5206 
6318,5012080,V4130 
6319,6032196,G5203 
6320,5019271,S4130 
6321,5046182,S4130 
6323,1055156,S4130 
6324,3011006,S4130 
6325,1027216,G5503 
6326,4028246,V4130 
6446,5053044,V5304 
6450,1069191,R5403 
6452,2037154,S5305 
6453,7024110,R4135 
6456,4002100,V5204 
6458,5043060,S5247 
6458,2001173,R4135 
6463,3025262,S4130 
6465,6026043,G5503 
6467,7017089,R4135 
6470,6086204,R4135 
6474,2029106,S4130 
6474,2051225,S4130 
6477,1092140,V4130 
6481,2062172,S5305 
6482,2006127,V4106 
6483,1024008,G5203 
6491,3020150,V4130 
6493,1058223,R5403 
6495,4002408,V4106 
6498,4017131,S4130 
6608,2009256,R5403 
6609,4006361,S4119 
6615,2061256,V4106 
6615,5050031,G5503 
6618,7027226,S4131 
6620,2044101,V4130 
6623,2049157,S4130 
6623,1026185,R4137 
6626,1086150,V4130 
6628,5030014,S4130 
6630,2012113,S4130 
6633,6034225,G5501 
6634,1087242,S4130 
6634,1078253,G5501 
6637,7016119,V5209 
6638,2067092,V5304 
6638,4024020,V4130 
6643,4017175,S4130 
6644,5013214,V4130 
6646,5040050,V5209 
6647,2028126,S4129 
6649,4009303,S4130 
6651,6018099,R4137 
6654,6079203,R5403 
6655,2060001,V5304 
6656,1059077,S4130 
6657,1041214,V5204 
6658,5011103,S4131 
6768,1087009,S4131 
6770,1033079,G5501 
